show_id,movie_id,cinema_id,seat_map,date,time
242,17,60,,0,15:30
243,17,60,,0,12:0
244,17,60,,0,16:20
245,17,60,,0,20:20
246,17,60,,0,15:30
247,17,60,,0,13:50
248,17,60,,0,17:10
249,11,60,,0,15:10
250,11,60,,0,13:30
251,11,60,,0,15:0
252,11,60,,0,17:0
253,11,60,,0,16:30
254,11,60,,0,15:0
255,11,60,,0,11:10
256,11,60,,0,16:10
257,11,60,,0,13:20
258,11,60,,0,12:50
259,11,60,,0,13:50
260,11,60,,0,16:0
261,11,60,,0,11:10
262,30,60,,0,14:0
263,30,60,,0,14:40
264,30,60,,0,20:0
265,30,60,,0,16:40
266,30,60,,0,13:10
267,30,60,,0,11:30
268,30,60,,0,10:30
269,30,60,,0,20:50
270,30,60,,0,15:20
271,30,60,,0,15:50
272,30,60,,0,17:20
273,30,60,,0,19:40
274,6,60,,0,21:50
275,6,60,,0,14:50
276,6,60,,0,13:10
277,6,60,,0,16:40
278,6,60,,0,16:20
279,6,60,,0,15:50
280,6,60,,0,15:30
281,6,60,,0,17:50
282,6,60,,0,14:20
283,6,60,,0,12:10
284,6,60,,0,13:50
285,37,60,,0,12:20
286,37,60,,0,16:30
287,37,60,,0,19:10
288,37,60,,0,22:50
289,37,60,,0,12:50
290,37,60,,0,15:0
291,37,60,,0,16:20
292,37,60,,0,16:0
293,37,60,,0,13:40
294,37,60,,0,12:30
295,43,60,,0,15:40
296,43,60,,0,18:10
297,43,60,,0,18:50
298,43,60,,0,15:20
299,43,60,,0,21:10
300,43,60,,0,18:30
301,43,60,,0,19:0
302,43,60,,0,14:50
303,43,60,,0,13:20
304,63,60,,0,15:20
305,63,60,,0,19:30
306,63,60,,0,14:50
307,63,60,,0,13:40
308,63,60,,0,16:20
309,63,60,,0,21:30
310,63,60,,0,17:20
311,63,60,,0,12:50
312,12,60,,0,15:30
313,12,60,,0,17:0
314,12,60,,0,15:20
315,12,60,,0,15:0
316,12,60,,0,16:20
317,12,60,,0,13:30
318,12,60,,0,16:10
319,107,60,,0,13:20
320,107,60,,0,15:10
321,107,60,,0,15:20
322,107,60,,0,15:10
323,107,60,,0,15:10
324,107,60,,0,18:0
325,2,7,,0,13:10
326,2,7,,0,18:40
327,2,7,,0,14:0
328,2,7,,0,16:0
329,2,7,,0,16:0
330,2,7,,0,16:50
331,2,7,,0,15:40
332,2,7,,0,19:50
333,2,7,,0,16:40
334,2,7,,0,13:40
335,2,7,,0,15:20
336,2,7,,0,16:0
337,2,7,,0,16:40
338,2,7,,0,15:30
339,2,7,,0,12:20
340,2,7,,0,17:0
341,2,7,,0,17:20
342,1,7,,0,12:10
343,1,7,,0,16:50
344,1,7,,0,12:40
345,1,7,,0,14:50
346,1,7,,0,18:50
347,1,7,,0,14:20
348,1,7,,0,12:50
349,1,7,,0,18:10
350,1,7,,0,16:20
351,1,7,,0,20:10
352,1,7,,0,10:20
353,1,7,,0,19:20
354,1,7,,0,18:0
355,1,7,,0,15:0
356,1,7,,0,17:20
357,1,7,,0,16:30
358,15,7,,0,14:10
359,15,7,,0,15:0
360,15,7,,0,17:10
361,15,7,,0,15:40
362,15,7,,0,16:30
363,15,7,,0,15:30
364,15,7,,0,18:20
365,15,7,,0,11:40
366,15,7,,0,17:50
367,15,7,,0,11:0
368,15,7,,0,14:50
369,15,7,,0,15:20
370,15,7,,0,12:10
371,15,7,,0,10:40
372,15,7,,0,16:50
373,20,7,,0,17:10
374,20,7,,0,15:10
375,20,7,,0,21:10
376,20,7,,0,19:50
377,20,7,,0,16:30
378,20,7,,0,19:30
379,20,7,,0,12:0
380,20,7,,0,18:20
381,20,7,,0,15:30
382,20,7,,0,17:40
383,20,7,,0,10:30
384,20,7,,0,15:30
385,20,7,,0,15:20
386,20,7,,0,19:20
387,17,7,,0,19:30
388,17,7,,0,18:10
389,17,7,,0,15:10
390,17,7,,0,17:40
391,17,7,,0,17:20
392,17,7,,0,14:10
393,17,7,,0,20:10
394,17,7,,0,16:40
395,17,7,,0,15:50
396,17,7,,0,14:50
397,17,7,,0,14:10
398,17,7,,0,16:0
399,17,7,,0,13:0
400,11,7,,0,16:40
401,11,7,,0,16:50
402,11,7,,0,17:40
403,11,7,,0,16:40
404,11,7,,0,17:40
405,11,7,,0,17:50
406,11,7,,0,16:0
407,11,7,,0,12:30
408,11,7,,0,16:40
409,11,7,,0,19:20
410,11,7,,0,14:10
411,11,7,,0,15:10
412,30,7,,0,10:10
413,30,7,,0,17:30
414,30,7,,0,11:20
415,30,7,,0,12:10
416,30,7,,0,14:10
417,30,7,,0,10:0
418,30,7,,0,21:30
419,30,7,,0,22:50
420,30,7,,0,18:40
421,30,7,,0,11:40
422,30,7,,0,17:20
423,6,7,,0,13:10
424,6,7,,0,16:0
425,6,7,,0,12:50
426,6,7,,0,20:0
427,6,7,,0,14:30
428,6,7,,0,15:0
429,6,7,,0,16:30
430,6,7,,0,13:20
431,6,7,,0,15:50
432,6,7,,0,14:50
433,37,7,,0,16:10
434,37,7,,0,15:0
435,37,7,,0,18:50
436,37,7,,0,19:50
437,37,7,,0,10:10
438,37,7,,0,15:20
439,37,7,,0,16:20
440,37,7,,0,14:50
441,37,7,,0,14:30
442,43,7,,0,20:0
443,43,7,,0,11:50
444,43,7,,0,15:20
445,43,7,,0,16:40
446,43,7,,0,18:20
447,43,7,,0,17:0
448,43,7,,0,11:0
449,43,7,,0,17:50
450,63,7,,0,17:30
451,63,7,,0,16:50
452,63,7,,0,21:40
453,63,7,,0,12:50
454,63,7,,0,17:30
455,63,7,,0,14:40
456,63,7,,0,17:20
457,12,7,,0,11:0
458,12,7,,0,13:40
459,12,7,,0,13:50
460,12,7,,0,15:40
461,12,7,,0,21:30
462,12,7,,0,14:50
463,107,7,,0,19:0
464,107,7,,0,10:20
465,107,7,,0,16:0
466,107,7,,0,10:30
467,107,7,,0,18:50
468,2,11,,0,11:0
469,2,11,,0,14:30
470,2,11,,0,14:50
471,2,11,,0,13:40
472,2,11,,0,15:30
473,2,11,,0,16:10
474,2,11,,0,12:20
475,2,11,,0,14:20
476,2,11,,0,18:20
477,2,11,,0,15:50
478,2,11,,0,14:30
479,2,11,,0,18:40
480,2,11,,0,14:0
481,2,11,,0,12:10
482,2,11,,0,10:0
483,2,11,,0,19:30
484,1,11,,0,16:10
485,1,11,,0,13:30
486,1,11,,0,16:20
487,1,11,,0,18:0
488,1,11,,0,19:50
489,1,11,,0,16:0
490,1,11,,0,18:40
491,1,11,,0,17:20
492,1,11,,0,14:20
493,1,11,,0,20:40
494,1,11,,0,10:0
495,1,11,,0,17:40
496,1,11,,0,15:10
497,1,11,,0,16:20
498,1,11,,0,15:10
499,15,11,,0,17:40
500,15,11,,0,19:40
501,15,11,,0,19:0
502,15,11,,0,22:10
503,15,11,,0,16:20
504,15,11,,0,10:50
505,15,11,,0,12:20
506,15,11,,0,14:0
507,15,11,,0,15:50
508,15,11,,0,12:0
509,15,11,,0,12:10
510,15,11,,0,16:0
511,15,11,,0,17:10
512,15,11,,0,17:50
513,20,11,,0,13:20
514,20,11,,0,16:10
515,20,11,,0,16:50
516,20,11,,0,18:50
517,20,11,,0,17:0
518,20,11,,0,20:30
519,20,11,,0,13:40
520,20,11,,0,20:0
521,20,11,,0,17:30
522,20,11,,0,18:40
523,20,11,,0,17:20
524,20,11,,0,16:0
525,20,11,,0,15:0
526,17,11,,0,14:0
527,17,11,,0,18:30
528,17,11,,0,18:10
529,17,11,,0,17:40
530,17,11,,0,10:10
531,17,11,,0,13:10
532,17,11,,0,10:50
533,17,11,,0,19:40
534,17,11,,0,13:40
535,17,11,,0,16:40
536,17,11,,0,19:30
537,17,11,,0,21:10
538,11,11,,0,19:10
539,11,11,,0,19:50
540,11,11,,0,17:50
541,11,11,,0,13:50
542,11,11,,0,16:30
543,11,11,,0,15:40
544,11,11,,0,15:0
545,11,11,,0,14:0
546,11,11,,0,16:10
547,11,11,,0,11:30
548,11,11,,0,16:40
549,30,11,,0,14:20
550,30,11,,0,17:20
551,30,11,,0,18:10
552,30,11,,0,15:0
553,30,11,,0,19:30
554,30,11,,0,14:10
555,30,11,,0,15:30
556,30,11,,0,14:0
557,30,11,,0,14:10
558,30,11,,0,17:10
559,6,11,,0,15:30
560,6,11,,0,21:10
561,6,11,,0,13:0
562,6,11,,0,12:40
563,6,11,,0,12:0
564,6,11,,0,15:10
565,6,11,,0,12:20
566,6,11,,0,14:20
567,6,11,,0,17:10
568,37,11,,0,16:20
569,37,11,,0,19:0
570,37,11,,0,14:50
571,37,11,,0,20:40
572,37,11,,0,15:10
573,37,11,,0,18:40
574,37,11,,0,15:0
575,37,11,,0,17:40
576,43,11,,0,18:50
577,43,11,,0,19:0
578,43,11,,0,12:30
579,43,11,,0,21:0
580,43,11,,0,18:10
581,43,11,,0,11:0
582,43,11,,0,21:30
583,63,11,,0,22:20
584,63,11,,0,19:50
585,63,11,,0,17:50
586,63,11,,0,15:20
587,63,11,,0,15:0
588,63,11,,0,12:10
589,12,11,,0,17:20
590,12,11,,0,13:0
591,12,11,,0,17:30
592,12,11,,0,13:20
593,12,11,,0,16:20
594,107,11,,0,15:10
595,107,11,,0,19:0
596,107,11,,0,15:20
597,107,11,,0,13:50
598,2,14,,0,16:20
599,2,14,,0,14:0
600,2,14,,0,17:40
601,2,14,,0,14:30
602,2,14,,0,17:0
603,2,14,,0,17:0
604,2,14,,0,13:20
605,2,14,,0,12:0
606,2,14,,0,22:40
607,2,14,,0,13:40
608,2,14,,0,13:30
609,2,14,,0,18:10
610,2,14,,0,17:40
611,2,14,,0,14:20
612,2,14,,0,16:0
613,1,14,,0,13:50
614,1,14,,0,15:0
615,1,14,,0,20:30
616,1,14,,0,11:0
617,1,14,,0,15:50
618,1,14,,0,12:20
619,1,14,,0,15:40
620,1,14,,0,14:20
621,1,14,,0,12:30
622,1,14,,0,17:50
623,1,14,,0,10:10
624,1,14,,0,12:30
625,1,14,,0,10:50
626,1,14,,0,16:30
627,15,14,,0,10:30
628,15,14,,0,12:40
629,15,14,,0,19:30
630,15,14,,0,11:40
631,15,14,,0,14:30
632,15,14,,0,17:20
633,15,14,,0,14:40
634,15,14,,0,11:50
635,15,14,,0,17:30
636,15,14,,0,14:30
637,15,14,,0,15:0
638,15,14,,0,12:10
639,15,14,,0,15:40
640,20,14,,0,19:40
641,20,14,,0,14:40
642,20,14,,0,16:10
643,20,14,,0,22:10
644,20,14,,0,19:40
645,20,14,,0,16:0
646,20,14,,0,15:50
647,20,14,,0,19:20
648,20,14,,0,10:50
649,20,14,,0,12:20
650,20,14,,0,14:50
651,20,14,,0,13:30
652,17,14,,0,11:10
653,17,14,,0,14:30
654,17,14,,0,20:40
655,17,14,,0,18:40
656,17,14,,0,18:0
657,17,14,,0,17:30
658,17,14,,0,16:10
659,17,14,,0,14:20
660,17,14,,0,12:20
661,17,14,,0,22:40
662,17,14,,0,17:0
663,11,14,,0,16:40
664,11,14,,0,15:10
665,11,14,,0,13:30
666,11,14,,0,19:40
667,11,14,,0,17:30
668,11,14,,0,17:20
669,11,14,,0,12:10
670,11,14,,0,17:30
671,11,14,,0,12:10
672,11,14,,0,14:30
673,30,14,,0,19:0
674,30,14,,0,10:40
675,30,14,,0,15:10
676,30,14,,0,17:20
677,30,14,,0,17:20
678,30,14,,0,16:10
679,30,14,,0,16:30
680,30,14,,0,14:40
681,30,14,,0,14:0
682,6,14,,0,18:30
683,6,14,,0,19:20
684,6,14,,0,22:0
685,6,14,,0,19:50
686,6,14,,0,14:10
687,6,14,,0,14:20
688,6,14,,0,20:40
689,6,14,,0,19:40
690,37,14,,0,14:0
691,37,14,,0,15:50
692,37,14,,0,16:50
693,37,14,,0,14:20
694,37,14,,0,15:30
695,37,14,,0,21:30
696,37,14,,0,10:10
697,43,14,,0,14:40
698,43,14,,0,15:50
699,43,14,,0,22:30
700,43,14,,0,20:10
701,43,14,,0,16:50
702,43,14,,0,13:10
703,63,14,,0,13:10
704,63,14,,0,18:20
705,63,14,,0,17:30
706,63,14,,0,17:20
707,63,14,,0,19:20
708,12,14,,0,13:20
709,12,14,,0,18:40
710,12,14,,0,16:0
711,12,14,,0,18:0
712,107,14,,0,16:20
713,107,14,,0,18:30
714,107,14,,0,12:0
715,2,13,,0,12:10
716,2,13,,0,11:40
717,2,13,,0,13:30
718,2,13,,0,17:20
719,2,13,,0,19:10
720,2,13,,0,17:50
721,2,13,,0,14:10
722,2,13,,0,13:10
723,2,13,,0,15:40
724,2,13,,0,14:20
725,2,13,,0,11:50
726,2,13,,0,12:10
727,2,13,,0,19:40
728,2,13,,0,12:30
729,1,13,,0,14:30
730,1,13,,0,20:10
731,1,13,,0,20:10
732,1,13,,0,17:40
733,1,13,,0,13:20
734,1,13,,0,20:40
735,1,13,,0,13:40
736,1,13,,0,14:30
737,1,13,,0,16:20
738,1,13,,0,16:0
739,1,13,,0,17:20
740,1,13,,0,17:30
741,1,13,,0,20:10
742,15,13,,0,15:30
743,15,13,,0,15:20
744,15,13,,0,12:40
745,15,13,,0,17:0
746,15,13,,0,10:50
747,15,13,,0,13:20
748,15,13,,0,16:10
749,15,13,,0,14:40
750,15,13,,0,16:50
751,15,13,,0,12:40
752,15,13,,0,16:10
753,15,13,,0,12:50
754,20,13,,0,17:10
755,20,13,,0,16:20
756,20,13,,0,15:30
757,20,13,,0,15:40
758,20,13,,0,18:50
759,20,13,,0,13:40
760,20,13,,0,10:30
761,20,13,,0,19:10
762,20,13,,0,11:0
763,20,13,,0,15:10
764,20,13,,0,12:40
765,17,13,,0,15:20
766,17,13,,0,17:10
767,17,13,,0,16:10
768,17,13,,0,11:0
769,17,13,,0,16:0
770,17,13,,0,12:50
771,17,13,,0,15:10
772,17,13,,0,10:10
773,17,13,,0,14:40
774,17,13,,0,12:0
775,11,13,,0,15:20
776,11,13,,0,14:30
777,11,13,,0,13:30
778,11,13,,0,13:0
779,11,13,,0,17:50
780,11,13,,0,18:20
781,11,13,,0,17:40
782,11,13,,0,12:40
783,11,13,,0,12:50
784,30,13,,0,14:0
785,30,13,,0,15:30
786,30,13,,0,15:40
787,30,13,,0,20:20
788,30,13,,0,13:10
789,30,13,,0,13:40
790,30,13,,0,16:30
791,30,13,,0,13:50
792,6,13,,0,19:0
793,6,13,,0,20:50
794,6,13,,0,17:40
795,6,13,,0,11:10
796,6,13,,0,13:40
797,6,13,,0,22:30
798,6,13,,0,12:20
799,37,13,,0,15:20
800,37,13,,0,16:20
801,37,13,,0,16:10
802,37,13,,0,13:20
803,37,13,,0,15:10
804,37,13,,0,10:30
805,43,13,,0,17:10
806,43,13,,0,16:30
807,43,13,,0,17:30
808,43,13,,0,11:30
809,43,13,,0,16:20
810,63,13,,0,15:10
811,63,13,,0,12:0
812,63,13,,0,14:20
813,63,13,,0,17:50
814,12,13,,0,13:40
815,12,13,,0,16:40
816,12,13,,0,21:10
817,107,13,,0,11:40
818,107,13,,0,13:40
819,2,9,,0,17:50
820,2,9,,0,16:10
821,2,9,,0,10:20
822,2,9,,0,17:30
823,2,9,,0,20:10
824,2,9,,0,19:30
825,2,9,,0,16:50
826,2,9,,0,17:0
827,2,9,,0,15:30
828,2,9,,0,18:10
829,2,9,,0,17:50
830,2,9,,0,14:0
831,2,9,,0,16:0
832,1,9,,0,17:20
833,1,9,,0,16:40
834,1,9,,0,13:40
835,1,9,,0,17:20
836,1,9,,0,15:10
837,1,9,,0,17:0
838,1,9,,0,14:20
839,1,9,,0,14:40
840,1,9,,0,14:0
841,1,9,,0,20:0
842,1,9,,0,15:10
843,1,9,,0,13:10
844,15,9,,0,15:20
845,15,9,,0,20:40
846,15,9,,0,13:40
847,15,9,,0,17:10
848,15,9,,0,11:50
849,15,9,,0,14:20
850,15,9,,0,18:40
851,15,9,,0,15:30
852,15,9,,0,18:30
853,15,9,,0,17:0
854,15,9,,0,17:40
855,20,9,,0,18:10
856,20,9,,0,14:10
857,20,9,,0,14:40
858,20,9,,0,19:20
859,20,9,,0,15:10
860,20,9,,0,12:0
861,20,9,,0,18:20
862,20,9,,0,17:40
863,20,9,,0,17:50
864,20,9,,0,20:20
865,17,9,,0,19:10
866,17,9,,0,20:40
867,17,9,,0,15:10
868,17,9,,0,14:10
869,17,9,,0,16:40
870,17,9,,0,17:20
871,17,9,,0,10:50
872,17,9,,0,13:10
873,17,9,,0,19:30
874,11,9,,0,15:0
875,11,9,,0,10:50
876,11,9,,0,13:0
877,11,9,,0,13:10
878,11,9,,0,16:30
879,11,9,,0,18:10
880,11,9,,0,15:50
881,11,9,,0,14:0
882,30,9,,0,15:20
883,30,9,,0,10:40
884,30,9,,0,14:40
885,30,9,,0,12:40
886,30,9,,0,18:10
887,30,9,,0,17:30
888,30,9,,0,15:30
889,6,9,,0,13:30
890,6,9,,0,12:20
891,6,9,,0,22:10
892,6,9,,0,21:20
893,6,9,,0,14:0
894,6,9,,0,12:20
895,37,9,,0,15:50
896,37,9,,0,12:20
897,37,9,,0,14:10
898,37,9,,0,13:0
899,37,9,,0,17:10
900,43,9,,0,20:40
901,43,9,,0,18:0
902,43,9,,0,16:0
903,43,9,,0,19:0
904,63,9,,0,18:50
905,63,9,,0,20:10
906,63,9,,0,19:40
907,12,9,,0,15:30
908,12,9,,0,19:30
909,107,9,,0,10:40
910,2,16,,0,17:50
911,2,16,,0,19:20
912,2,16,,0,19:20
913,2,16,,0,13:20
914,2,16,,0,16:30
915,2,16,,0,17:0
916,2,16,,0,16:10
917,2,16,,0,15:30
918,2,16,,0,18:10
919,2,16,,0,10:50
920,2,16,,0,16:20
921,2,16,,0,14:50
922,1,16,,0,19:40
923,1,16,,0,19:50
924,1,16,,0,18:0
925,1,16,,0,13:50
926,1,16,,0,22:0
927,1,16,,0,14:50
928,1,16,,0,12:50
929,1,16,,0,16:20
930,1,16,,0,19:30
931,1,16,,0,18:30
932,1,16,,0,16:0
933,15,16,,0,15:40
934,15,16,,0,15:40
935,15,16,,0,18:40
936,15,16,,0,16:40
937,15,16,,0,18:10
938,15,16,,0,17:10
939,15,16,,0,19:50
940,15,16,,0,16:0
941,15,16,,0,22:30
942,15,16,,0,22:20
943,20,16,,0,22:10
944,20,16,,0,18:10
945,20,16,,0,20:10
946,20,16,,0,13:0
947,20,16,,0,16:10
948,20,16,,0,17:20
949,20,16,,0,12:50
950,20,16,,0,20:10
951,20,16,,0,15:50
952,17,16,,0,18:50
953,17,16,,0,17:30
954,17,16,,0,16:20
955,17,16,,0,15:10
956,17,16,,0,13:10
957,17,16,,0,16:10
958,17,16,,0,16:10
959,17,16,,0,15:10
960,11,16,,0,12:30
961,11,16,,0,19:0
962,11,16,,0,20:0
963,11,16,,0,19:0
964,11,16,,0,15:40
965,11,16,,0,11:30
966,11,16,,0,19:50
967,30,16,,0,10:30
968,30,16,,0,19:10
969,30,16,,0,19:10
970,30,16,,0,17:30
971,30,16,,0,14:40
972,30,16,,0,15:0
973,6,16,,0,16:0
974,6,16,,0,18:30
975,6,16,,0,15:20
976,6,16,,0,12:0
977,6,16,,0,20:40
978,37,16,,0,21:20
979,37,16,,0,13:0
980,37,16,,0,13:40
981,37,16,,0,12:40
982,43,16,,0,17:10
983,43,16,,0,10:50
984,43,16,,0,19:0
985,63,16,,0,15:50
986,63,16,,0,17:10
987,12,16,,0,16:50
988,2,40,,0,14:40
989,2,40,,0,16:30
990,2,40,,0,17:20
991,2,40,,0,13:20
992,2,40,,0,18:50
993,2,40,,0,20:0
994,2,40,,0,10:20
995,2,40,,0,15:30
996,2,40,,0,15:30
997,2,40,,0,17:40
998,2,40,,0,15:50
999,1,40,,0,10:0
1000,1,40,,0,13:30
1001,1,40,,0,16:50
1002,1,40,,0,14:40
1003,1,40,,0,13:50
1004,1,40,,0,14:30
1005,1,40,,0,10:0
1006,1,40,,0,19:10
1007,1,40,,0,22:50
1008,1,40,,0,17:0
1009,15,40,,0,14:10
1010,15,40,,0,13:10
1011,15,40,,0,19:20
1012,15,40,,0,16:40
1013,15,40,,0,19:0
1014,15,40,,0,22:40
1015,15,40,,0,14:10
1016,15,40,,0,17:30
1017,15,40,,0,14:0
1018,20,40,,0,15:30
1019,20,40,,0,15:10
1020,20,40,,0,16:20
1021,20,40,,0,12:30
1022,20,40,,0,16:50
1023,20,40,,0,22:50
1024,20,40,,0,14:20
1025,20,40,,0,14:40
1026,17,40,,0,15:50
1027,17,40,,0,15:50
1028,17,40,,0,10:0
1029,17,40,,0,13:50
1030,17,40,,0,22:50
1031,17,40,,0,10:10
1032,17,40,,0,10:40
1033,11,40,,0,14:0
1034,11,40,,0,19:20
1035,11,40,,0,20:20
1036,11,40,,0,11:40
1037,11,40,,0,10:10
1038,11,40,,0,11:30
1039,30,40,,0,11:20
1040,30,40,,0,10:20
1041,30,40,,0,16:50
1042,30,40,,0,18:30
1043,30,40,,0,15:50
1044,6,40,,0,15:50
1045,6,40,,0,15:10
1046,6,40,,0,15:50
1047,6,40,,0,15:50
1048,37,40,,0,17:30
1049,37,40,,0,12:50
1050,37,40,,0,13:20
1051,43,40,,0,15:0
1052,43,40,,0,14:0
1053,63,40,,0,22:10
1054,2,5,,0,13:30
1055,2,5,,0,17:10
1056,2,5,,0,16:50
1057,2,5,,0,10:10
1058,2,5,,0,18:10
1059,2,5,,0,18:20
1060,2,5,,0,18:30
1061,2,5,,0,16:40
1062,2,5,,0,17:10
1063,2,5,,0,17:30
1064,1,5,,0,14:50
1065,1,5,,0,20:0
1066,1,5,,0,14:40
1067,1,5,,0,16:50
